month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3
3,9,22,31,48,0.18,0.41,0.5,0.13
3,9,22,32,48,0.18,0.41,0.5,0.13
3,9,22,33,48,0.18,0.4,0.5,0.12
3,9,22,34,48,0.18,0.4,0.5,0.13
3,9,22,35,48,0.18,0.4,0.5,0.12
3,9,22,36,49,0.18,0.4,0.5,0.12
3,9,22,37,49,0.18,0.4,0.5,0.12
3,9,22,38,49,0.18,0.4,0.5,0.12
3,9,22,39,49,0.18,0.4,0.5,0.12
3,9,22,40,49,0.18,0.4,0.5,0.12
3,9,22,41,49,0.18,0.41,0.5,0.12
3,9,22,42,49,0.18,0.42,0.5,0.12
3,9,22,43,49,0.18,0.42,0.5,0.12
3,9,22,44,49,0.18,0.41,0.5,0.12
3,9,22,45,49,0.18,0.41,0.5,0.13
3,9,22,46,49,0.18,0.4,0.5,0.13
3,9,22,47,49,0.18,0.41,0.5,0.13
3,9,22,48,49,0.18,0.4,0.51,0.12
3,9,22,49,49,0.18,0.4,0.51,0.12
3,9,22,50,49,0.21,0.41,0.51,0.14
3,9,22,51,49,0.18,0.4,0.5,0.12
3,9,22,52,49,0.18,0.39,0.51,0.12
3,9,22,53,49,0.18,0.39,0.51,0.12
3,9,22,54,49,0.18,0.39,0.51,0.13
3,9,22,55,49,0.18,0.39,0.51,0.12
3,9,22,56,50,0.18,0.39,0.51,0.12
3,9,22,57,50,0.18,0.39,0.51,0.12
3,9,22,58,50,0.18,0.39,0.51,0.12
3,9,22,59,50,0.18,0.39,0.51,0.13
3,9,23,0,50,0.25,0.41,0.51,0.15
3,9,23,1,50,0.18,0.39,0.51,0.13
3,9,23,2,50,0.18,0.39,0.51,0.13
3,9,23,3,50,0.18,0.39,0.51,0.12
3,9,23,4,50,0.18,0.39,0.51,0.12
3,9,23,5,50,0.18,0.39,0.51,0.12
3,9,23,6,50,0.18,0.39,0.51,0.13
3,9,23,7,50,0.18,0.39,0.51,0.13
3,9,23,8,50,0.18,0.39,0.51,0.12
3,9,23,9,50,0.18,0.39,0.51,0.12
3,9,23,10,50,0.18,0.39,0.51,0.12
3,9,23,11,50,0.18,0.39,0.51,0.12
3,9,23,12,50,0.18,0.39,0.51,0.12
3,9,23,13,50,0.18,0.39,0.51,0.12
3,9,23,14,50,0.18,0.39,0.51,0.12
3,9,23,15,50,0.18,0.39,0.51,0.12
3,9,23,16,50,0.17,0.39,0.51,0.12
3,9,23,17,51,0.17,0.39,0.51,0.12
3,9,23,18,51,0.18,0.39,0.51,0.12
3,9,23,19,51,0.17,0.39,0.51,0.12
3,9,23,20,51,0.17,0.39,0.51,0.12
3,9,23,21,51,0.17,0.39,0.51,0.12
3,9,23,22,51,0.17,0.39,0.51,0.12
3,9,23,23,51,0.17,0.4,0.51,0.13
3,9,23,24,51,0.17,0.39,0.51,0.12
3,9,23,25,51,0.17,0.39,0.51,0.12
3,9,23,26,51,0.17,0.39,0.51,0.12
3,9,23,27,51,0.17,0.39,0.51,0.12
3,9,23,28,51,0.17,0.39,0.51,0.13
3,9,23,29,51,0.17,0.38,0.51,0.13
3,9,23,30,51,0.17,0.38,0.51,0.12
3,9,23,31,51,0.22,0.4,0.52,0.14
3,9,23,32,51,0.17,0.38,0.51,0.12
3,9,23,33,51,0.17,0.39,0.51,0.13
3,9,23,34,51,0.17,0.38,0.51,0.13
3,9,23,35,51,0.17,0.39,0.52,0.12
3,9,23,36,51,0.17,0.39,0.52,0.12
3,9,23,37,52,0.17,0.39,0.52,0.12
3,9,23,38,52,0.17,0.39,0.52,0.12
3,9,23,39,52,0.17,0.39,0.52,0.12
3,9,23,40,52,0.17,0.39,0.51,0.12
3,9,23,41,52,0.17,0.42,0.53,0.16
3,9,23,42,52,0.17,0.39,0.52,0.12
3,9,23,43,52,0.17,0.39,0.52,0.12
3,9,23,44,52,0.17,0.39,0.52,0.12
3,9,23,45,52,0.17,0.39,0.52,0.12
3,9,23,46,52,0.17,0.39,0.52,0.12
3,9,23,47,52,0.17,0.39,0.52,0.12
